,line_name,alert_ids,full_text,start_time,end_time,reasons_set,mins_delay,reason_0,reason_1
744,CR-Fairmount,467331," The new Fall/Winter Commuter Rail schedules are now in effect. Pick up your schedule in North Station, South Station, or Back Bay or visit MBTA.com to see how we adapted our service for better seasonal performance.",2022-10-17 04:30:00,2022-10-20 02:30:00,None,,,
745,CR-Franklin,467331," The new Fall/Winter Commuter Rail schedules are now in effect. Pick up your schedule in North Station, South Station, or Back Bay or visit MBTA.com to see how we adapted our service for better seasonal performance.",2022-10-17 04:30:00,2022-10-20 02:30:00,None,,,
746,CR-Franklin,468116, Franklin Line Train 704 (7:09 am from Forge Park/495) is operating 5-10 minutes behind schedule between Endicott and South Station due to train traffic.,2022-10-19 08:00:34,2022-10-19 09:20:00,{'train traffic'},5-10,train traffic,
747,CR-Franklin,468144, Foxboro Line Train 746 (8:54 am from Foxboro) is operating 5-15 minutes behind schedule between Readville and South Station due to train traffic.,2022-10-19 09:45:40,2022-10-19 10:47:00,{'train traffic'},5-15,train traffic,
748,CR-Franklin,468217, Franklin Line Train 719 (3:45 pm from South Station) is operating 5-15 minutes behind schedule between Windsor Gardens and Forge Park.,2022-10-19 16:38:10,2022-10-19 17:55:00,None,5-15,,
749,CR-Franklin,468219, Foxboro Line Train 754 (4:26 pm from Foxboro) is operating 5-10 minutes behind schedule between Foxboro and South Station due to train traffic.,2022-10-19 16:47:25,2022-10-19 18:20:00,{'train traffic'},5-10,train traffic,
750,CR-Franklin,468224, Franklin/Foxboro Line Train 755 (4:10 pm from South Station) is operating 5-15 minutes behind schedule between Norwood Depot and Foxboro.,2022-10-19 17:02:03,2022-10-19 18:08:00,None,5-15,,
751,CR-Franklin,468228, Franklin Line Train 721 (4:45 pm from South Station) is operating 10-15 minutes behind schedule between Islington and Forge Park.,2022-10-19 17:28:48,2022-10-19 18:55:00,None,10-15,,
752,CR-Franklin,468230, Franklin Line Train 724 (5:07 pm from Forge Park/495) is operating 5-15 minutes behind schedule between Walpole and South Station due to train traffic. Franklin Line Train 724 (5:07 pm from Forge Park/495) is operating 15-25 minutes behind schedule between Dedham Corporate Center and South Station due to train traffic.,2022-10-19 17:44:04,2022-10-19 19:14:00,{'train traffic'},15-25,train traffic,
753,CR-Greenbush,464776," On the weekend of October 22nd-23rd, all Middleborough, Kingston & Greenbush trains will originate & terminate at Braintree to allow for track maintenance. Passengers will be accommodated by the Red Line between Braintree & South Station.",2022-09-29 12:00:09,2022-10-24 02:30:00,None,,,
754,CR-Greenbush,467331," The new Fall/Winter Commuter Rail schedules are now in effect. Pick up your schedule in North Station, South Station, or Back Bay or visit MBTA.com to see how we adapted our service for better seasonal performance.",2022-10-17 04:30:00,2022-10-20 02:30:00,None,,,
755,CR-Greenbush,468218, Greenbush Line Train 088 (3:42 pm from Greenbush) is operating 5-15 minutes behind schedule between Weymouth Landing/East Braintree and South Station due to train traffic.,2022-10-19 16:45:56,2022-10-19 17:56:00,{'train traffic'},5-15,train traffic,
756,CR-Kingston,464776," On the weekend of October 22nd-23rd, all Middleborough, Kingston & Greenbush trains will originate & terminate at Braintree to allow for track maintenance. Passengers will be accommodated by the Red Line between Braintree & South Station.",2022-09-29 12:00:09,2022-10-24 02:30:00,None,,,
757,CR-Kingston,467323," Kingston Train 1041/2041 (6:20 am from South Station) will no longer operate after October 16th. Effective Monday, October 17th, with the new Fall/Winter schedule, Train 1043/2043 (8:20 am from South Station) will be the first outbound train to Kingston.",2022-10-17 09:30:00,2022-10-22 02:30:00,None,,,
758,CR-Kingston,467331," The new Fall/Winter Commuter Rail schedules are now in effect. Pick up your schedule in North Station, South Station, or Back Bay or visit MBTA.com to see how we adapted our service for better seasonal performance.",2022-10-17 04:30:00,2022-10-20 02:30:00,None,,,
759,CR-Kingston,468270, Kingston Line Train 063 (8:45 pm from South Station) is operating 10-15 minutes behind schedule between Braintree and Kingston.,2022-10-19 21:23:01,2022-10-19 22:44:00,None,10-15,,
760,CR-Fitchburg,467331," The new Fall/Winter Commuter Rail schedules are now in effect. Pick up your schedule in North Station, South Station, or Back Bay or visit MBTA.com to see how we adapted our service for better seasonal performance.",2022-10-17 04:30:00,2022-10-20 02:30:00,None,,,
761,CR-Fitchburg,468082, Please board all Fitchburg Line trains on the outbound platform (Track 1) at Brandeis/Roberts until further notice.,2022-10-19 05:11:49,2022-10-20 04:24:40,None,,,
762,CR-Fitchburg,468130, Fitchburg Line Train 405 (7:30 am from North Station) is operating 5-15 minutes behind schedule between West Concord and Wachusett due to a speed restriction in effect at a crossing in the Lincoln area.,2022-10-19 08:31:31,2022-10-19 10:12:00,{'speed restriction'},5-15,speed restriction,
763,CR-Fitchburg,468136, Fitchburg Line Train 406 (7:33 am from Wachusett) is operating 5-15 minutes behind schedule between Lincoln and North Station due to a speed restriction in effect at a crossing in the Lincoln area.,2022-10-19 08:53:40,2022-10-19 10:26:00,{'speed restriction'},5-15,speed restriction,
764,CR-Fitchburg,468139, Fitchburg Line Train 407 (8:30 am from North Station) is operating 5-15 minutes behind schedule between Waverley and Wachusett due to train traffic. Fitchburg Line Train 407 (8:30 am from North Station) is now operating 15-25 minutes behind schedule between Waverley and Wachusett due to train traffic. Fitchburg Line Train 407 (8:30 am from North Station) is now operating 25-35 minutes behind schedule between Kendal Green and Wachusett due to train traffic.,2022-10-19 09:03:04,2022-10-19 11:12:00,{'train traffic'},25-35,train traffic,
765,CR-Fitchburg,468148, Fitchburg Line Train 408 (8:33 am from Wachusett) is operating 10-20 minutes behind schedule between Lincoln and North Station due to a speed restriction in effect at a crossing in the Lincoln area.,2022-10-19 10:02:19,2022-10-19 11:24:00,{'speed restriction'},10-20,speed restriction,
766,CR-Fitchburg,468149, Fitchburg Line Train 412 (10:33 am from Wachusett) is expected to depart Wachusett 5-15 minutes behind schedule due to the late arrival of Train 407. Fitchburg Line Train 412 (10:33 am from Wachusett) has departed Wachusett and is operating 5-15 minutes behind schedule due to the late arrival of Train 407. Fitchburg Line Train 412 (10:33 am from Wachusett) is now operating 15-25 minutes behind schedule between Littleton/Route 495 and North Station due to the late arrival of Train 407. Fitchburg Line Train 412 (10:33 am from Wachusett) is now operating 5-15 minutes behind schedule between South Acton and North Station due to the late arrival of Train 407. Fitchburg Line Train 412 (10:33 am from Wachusett) is now operating 15-25 minutes behind schedule between Lincoln and North Station due to the late arrival of Train 407.,2022-10-19 10:33:00,2022-10-19 13:24:00,{'late arrival of train'},15-25,late arrival of train,
767,CR-Fitchburg,468150, Fitchburg Line Train 409 (9:30 am from North Station) is operating 5-15 minutes late between Waltham and Wachusett due to train traffic. Fitchburg Line Train 409 (9:30 am from North Station) is now operating 15-25 minutes late between Waltham and Wachusett due to train traffic. Fitchburg Line Train 409 (9:30 am from North Station) is now operating 25-35 minutes late between Waltham and Wachusett due to train traffic. Fitchburg Line Train 409 (9:30 am from North Station) is now operating 35-40 minutes late between Lincoln and Wachusett due to train traffic.,2022-10-19 10:06:34,2022-10-19 12:12:00,{'train traffic'},35-40,train traffic,
768,CR-Fitchburg,468151, Fitchburg Line Train 410 (9:33 am from Wachusett) is operating 5-15 minutes behind schedule between Shirley and North Station due to train traffic. Fitchburg Line Train 410 (9:33 am from Wachusett) is operating 15-25 minutes behind schedule between Ayer and North Station due to train traffic. Fitchburg Line Train 410 (9:33 am from Wachusett) is now operating 5-15 minutes behind schedule between South Acton and North Station due to train traffic. Fitchburg Line Train 410 (9:33 am from Wachusett) is now operating 15-25 minutes behind schedule between Lincoln and North Station due to a speed restriction in effect at a crossing in the Lincoln area. Fitchburg Line Train 410 (9:33 am from Wachusett) is now operating 15-25 minutes behind schedule between Lincoln and North Station due to a speed restriction in effect at a crossing in the Lincoln area.,2022-10-19 10:09:00,2022-10-19 12:24:00,"{'train traffic', 'speed restriction'}",15-25,train traffic,speed restriction
769,CR-Fitchburg,468154, Fitchburg Line Train 414 (11:33 am from Wachusett) is expected to depart  from Wachusett 10-20 minutes behind schedule due to the late arrival of Train 409. Fitchburg Line Train 414 (11:33 am from Wachusett) has departed Wachusett and is operating 15-25 minutes behind schedule due to the late arrival of Train 409.,2022-10-19 11:33:00,2022-10-19 14:24:00,{'late arrival of train'},15-25,late arrival of train,
770,CR-Fitchburg,468163, Fitchburg Line Train 411 (10:30 am from North Station) is stopped before Waltham and is 5-15 minutes behind schedule due to train traffic. Fitchburg Line Train 411 (10:30 am from North Station) remains stopped before Waltham and is 15-25 minutes behind schedule due to train traffic. Fitchburg Line Train 411 (10:30 am from North Station) is now operating 15-25 minutes behind schedule between Waverley and Wachusett due to train traffic.,2022-10-19 11:05:00,2022-10-19 13:12:00,{'train traffic'},15-25,train traffic,
771,CR-Fitchburg,468171, Fitchburg Line Train 413 (11:30 am from North Station) is operating 5-15 minutes behind schedule between Waverley and Littleton/Route 495 due to train traffic. Fitchburg Line Train 413 (11:30 am from North Station) is operating 10-20 minutes behind schedule between Kendal Green and Littleton/Route 495 due to train traffic.,2022-10-19 12:00:28,2022-10-19 13:30:00,{'train traffic'},10-20,train traffic,
772,CR-Fitchburg,468175, Fitchburg Line Train 415 (12:30 pm from North Station) is operating 5-15 minutes behind schedule between Waverley and Wachusett due to train traffic. Fitchburg Line Train 415 (12:30 pm from North Station) is now operating 15-25 minutes behind schedule between Waverley and Wachusett due to train traffic.,2022-10-19 13:01:53,2022-10-19 15:12:00,{'train traffic'},15-25,train traffic,
773,CR-Fitchburg,468183, Fitchburg Line Train 417 (1:30 pm from North Station) is operating 5-15 minutes behind schedule between Waverley and Littleton/Route 495 due to train traffic.,2022-10-19 14:04:41,2022-10-19 15:30:00,{'train traffic'},5-15,train traffic,
774,CR-Fitchburg,468195, Fitchburg Line Train 419 (2:30 pm from North Station) is operating 5-10 minutes behind schedule between Brandeis/Roberts and Wachusett.,2022-10-19 15:08:44,2022-10-19 17:12:00,None,5-10,,
775,CR-Fitchburg,468209, Fitchburg Line Train 421 (3:30 pm from North Station) is operating 5-10 minutes behind schedule between Waltham and Wachusett due to train traffic.,2022-10-19 16:01:43,2022-10-19 18:13:00,{'train traffic'},5-10,train traffic,
776,CR-Fitchburg,468225, Fitchburg Line Train 423 (4:30 pm from North Station) is operating 5-15 minutes behind schedule between Waltham and Wachusett.,2022-10-19 17:02:42,2022-10-19 19:10:00,None,5-15,,
777,CR-Fitchburg,468259, Fitchburg Line Train 425 (5:30 pm from North Station) is operating 5-15 minutes behind schedule between Shirley and Wachusett.,2022-10-19 18:54:06,2022-10-19 20:10:00,None,5-15,,
778,CR-Fitchburg,468272, Fitchburg Line Train 432 (9:25 pm from Wachusett) is operating 5-15 minutes behind schedule between Fitchburg and North Station.,2022-10-19 21:46:57,2022-10-20 00:07:00,None,5-15,,
779,CR-Haverhill,466695," On the Fridays of November 4, and December 2, shuttle buses will replace train service between Haverhill and Reading after 7:00 pm to allow for Merrimack River Bridge improvement work.",2022-10-14 12:47:46,2022-12-03 02:30:00,None,,,
780,CR-Haverhill,466699," On the Mondays of November 7, and December 5, shuttle buses will replace outbound train service between Reading and Haverhill from 8:30 am to 2:00 pm to allow for Merrimack River Bridge improvement work.",2022-10-14 12:46:17,2022-12-06 02:30:00,None,,,
781,CR-Haverhill,466700," On the Mondays of November 7, and December 5, shuttle buses will replace inbound train service between Haverhill and Reading from 9:30 am to 3:30 pm to allow for Merrimack River Bridge improvement work.",2022-10-14 12:45:24,2022-12-06 02:30:00,None,,,
782,CR-Haverhill,467295," On the weekends of November 5-6, and December 3-4, there will be no train service at Haverhill Station to allow for Merrimack River Bridge improvement work. Please board/exit the train from Bradford Station.",2022-10-14 09:27:03,2022-12-05 02:30:00,None,,,
783,CR-Haverhill,467331," The new Fall/Winter Commuter Rail schedules are now in effect. Pick up your schedule in North Station, South Station, or Back Bay or visit MBTA.com to see how we adapted our service for better seasonal performance.",2022-10-17 04:30:00,2022-10-20 02:30:00,None,,,
784,CR-Lowell,467331," The new Fall/Winter Commuter Rail schedules are now in effect. Pick up your schedule in North Station, South Station, or Back Bay or visit MBTA.com to see how we adapted our service for better seasonal performance.",2022-10-17 04:30:00,2022-10-20 02:30:00,None,,,
